UF,Ano,CID10,Total
PE,2002,Septicemia bacteriana não especificada do recém-nascido,219
PE,2002,Insuficiência respiratória do recém-nascido,169
PE,2002,Outras,2471
PE,2003,Morte sem assistência,493
PE,2003,Diarréia e gastroenterite de origem infecciosa presumível,353
PE,2003,Síndrome da angústia respiratória do recém-nascido,328
PE,2003,Septicemia bacteriana não especificada do recém-nascido,237
PE,2003,Insuficiência respiratória do recém-nascido,153
PE,2003,Outras,2462
PE,2004,Diarréia e gastroenterite de origem infecciosa presumível,338
PE,2004,Morte sem assistência,327
PE,2004,Síndrome da angústia respiratória do recém-nascido,230
PE,2004,Insuficiência respiratória do recém-nascido,202
PE,2004,Septicemia bacteriana não especificada do recém-nascido,181
PE,2004,Outras,2159
PE,2005,Diarréia e gastroenterite de origem infecciosa presumível,250
PE,2005,Síndrome da angústia respiratória do recém-nascido,229
PE,2005,Morte sem assistência,214
PE,2005,Septicemia bacteriana não especificada do recém-nascido,166
PE,2005,Insuficiência respiratória do recém-nascido,158
PE,2005,Outras,2284
PE,2006,Diarréia e gastroenterite de origem infecciosa presumível,225
PE,2006,Síndrome da angústia respiratória do recém-nascido,184
PE,2006,Septicemia bacteriana não especificada do recém-nascido,109
PE,2006,Malformação não especificada do coração,100
PE,2006,Feto e recém-nascido afetados por transtornos maternos hipertensivos,89
PE,2006,Outras,2082
PE,2007,Diarréia e gastroenterite de origem infecciosa presumível,182
PE,2007,Síndrome da angústia respiratória do recém-nascido,167
PE,2007,Septicemia bacteriana não especificada do recém-nascido,135
PE,2007,Malformação não especificada do coração,97
PE,2007,Feto e recém-nascido afetados por transtornos maternos hipertensivos,95
PE,2007,Outras,2095
PE,2008,Septicemia bacteriana não especificada do recém-nascido,159
PE,2008,Síndrome da angústia respiratória do recém-nascido,146
PE,2008,Diarréia e gastroenterite de origem infecciosa presumível,145
PE,2008,Feto e recém-nascido afetados por transtornos maternos hipertensivos,116
PE,2008,Malformação não especificada do coração,87
PE,2008,Outras,1901
PE,2009,Septicemia bacteriana não especificada do recém-nascido,175
PE,2009,Malformação não especificada do coração,125
PE,2009,Feto e recém-nascido afetados por transtornos maternos hipertensivos,116
PE,2009,Síndrome da angústia respiratória do recém-nascido,114
PE,2009,Diarréia e gastroenterite de origem infecciosa presumível,97
PE,2009,Outras,1960
PE,2010,Septicemia bacteriana não especificada do recém-nascido,154
PE,2010,Malformação não especificada do coração,113
PE,2010,Síndrome da angústia respiratória do recém-nascido,90
PE,2010,Feto e recém-nascido afetados por transtornos maternos hipertensivos,87
PE,2010,Diarréia e gastroenterite de origem infecciosa presumível,69
PE,2010,Outras,1694
PE,2011,Septicemia bacteriana não especificada do recém-nascido,136
PE,2011,Malformação não especificada do coração,113
PE,2011,Diarréia e gastroenterite de origem infecciosa presumível,70
PE,2011,Feto e recém-nascido afetados por transtornos maternos hipertensivos,70
PE,2011,Malformações congênitas não especificadas,68
PE,2011,Outras,1687
PE,2012,Septicemia bacteriana não especificada do recém-nascido,174
PE,2012,Feto e recém-nascido afetados por transtornos maternos hipertensivos,107
PE,2012,Malformação não especificada do coração,105
PE,2012,Diarréia e gastroenterite de origem infecciosa presumível,73
PE,2012,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,69
PE,2012,Outras,1658
PE,2013,Septicemia bacteriana não especificada do recém-nascido,155
PE,2013,Malformação não especificada do coração,115
PE,2013,Feto e recém-nascido afetados por transtornos maternos hipertensivos,106
PE,2013,Diarréia e gastroenterite de origem infecciosa presumível,77
PE,2013,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,74
PE,2013,Outras,1616
PE,2014,Septicemia bacteriana não especificada do recém-nascido,162
PE,2014,Malformação não especificada do coração,104
PE,2014,Feto e recém-nascido afetados por transtornos maternos hipertensivos,99
PE,2014,Feto e recém-nascido afetados por corioamnionite,76
PE,2014,Desconforto respiratório não especificado do recém-nascido,56
PE,2014,Outras,1590
PE,2015,Septicemia bacteriana não especificada do recém-nascido,196
PE,2015,Feto e recém-nascido afetados por transtornos maternos hipertensivos,110
PE,2015,Malformação não especificada do coração,87
PE,2015,Malformações congênitas não especificadas,68
PE,2015,Síndrome da angústia respiratória do recém-nascido,54
PE,2015,Outras,1560
AL,2000,Morte sem assistência,403
AL,2000,Insuficiência respiratória do recém-nascido,177
AL,2000,Diarréia e gastroenterite de origem infecciosa presumível,177
AL,2000,Síndrome da angústia respiratória do recém-nascido,173
AL,2000,Septicemia bacteriana não especificada do recém-nascido,121
AL,2000,Outras,966
AL,2001,Morte sem assistência,388
AL,2001,Diarréia e gastroenterite de origem infecciosa presumível,211
AL,2001,Síndrome da angústia respiratória do recém-nascido,178
AL,2001,Insuficiência respiratória do recém-nascido,164
AL,2001,Septicemia bacteriana não especificada do recém-nascido,111
AL,2001,Outras,1051
AL,2002,Morte sem assistência,285
AL,2002,Síndrome da angústia respiratória do recém-nascido,175
AL,2002,Diarréia e gastroenterite de origem infecciosa presumível,142
AL,2002,Septicemia bacteriana não especificada do recém-nascido,133
AL,2002,Insuficiência respiratória do recém-nascido,93
AL,2002,Outras,1044
AL,2003,Morte sem assistência,226
AL,2003,Diarréia e gastroenterite de origem infecciosa presumível,178
AL,2003,Síndrome da angústia respiratória do recém-nascido,134
AL,2003,Septicemia bacteriana não especificada do recém-nascido,114
AL,2003,Insuficiência respiratória do recém-nascido,87
AL,2003,Outras,915
AL,2004,Morte sem assistência,200
AL,2004,Síndrome da angústia respiratória do recém-nascido,143
AL,2004,Diarréia e gastroenterite de origem infecciosa presumível,128
AL,2004,Septicemia bacteriana não especificada do recém-nascido,122
AL,2004,Insuficiência respiratória do recém-nascido,89
AL,2004,Outras,705
AL,2005,Diarréia e gastroenterite de origem infecciosa presumível,146
AL,2005,Síndrome da angústia respiratória do recém-nascido,141
AL,2005,Septicemia bacteriana não especificada do recém-nascido,118
AL,2005,Insuficiência respiratória do recém-nascido,94
AL,2005,Pneumonia não especificada,52
AL,2005,Outras,856
AL,2006,Septicemia bacteriana não especificada do recém-nascido,153
AL,2006,Diarréia e gastroenterite de origem infecciosa presumível,120
AL,2006,Síndrome da angústia respiratória do recém-nascido,104
AL,2006,Pneumonia não especificada,54
AL,2006,Infecção própria do período perinatal não especificada,41
AL,2006,Outras,717
AL,2007,Septicemia bacteriana não especificada do recém-nascido,142
AL,2007,Síndrome da angústia respiratória do recém-nascido,116
AL,2007,Diarréia e gastroenterite de origem infecciosa presumível,94
AL,2007,Pneumonia não especificada,45
AL,2007,Malformação não especificada do coração,32
AL,2007,Outras,742
AL,2008,Septicemia bacteriana não especificada do recém-nascido,117
AL,2008,Síndrome da angústia respiratória do recém-nascido,99
AL,2008,Diarréia e gastroenterite de origem infecciosa presumível,62
AL,2008,Pneumonia não especificada,39
AL,2008,Septicemia não especificada,39
AL,2008,Outras,667
AL,2009,Síndrome da angústia respiratória do recém-nascido,96
AL,2009,Septicemia bacteriana não especificada do recém-nascido,87
AL,2009,Diarréia e gastroenterite de origem infecciosa presumível,56
AL,2009,Pneumonia não especificada,35
AL,2009,Malformação não especificada do coração,35
AL,2009,Outras,695
AL,2010,Síndrome da angústia respiratória do recém-nascido,78
AL,2010,Septicemia bacteriana não especificada do recém-nascido,74
AL,2010,Desconforto respiratório não especificado do recém-nascido,49
AL,2010,Diarréia e gastroenterite de origem infecciosa presumível,38
AL,2010,Infecção própria do período perinatal não especificada,34
AL,2010,Outras,608
AL,2011,Síndrome da angústia respiratória do recém-nascido,93
AL,2011,Septicemia bacteriana não especificada do recém-nascido,90
AL,2011,Desconforto respiratório não especificado do recém-nascido,41
AL,2011,Pneumonia não especificada,28
AL,2011,"Asfixia ao nascer, não especificada",28
AL,2011,Outras,549
AL,2012,Septicemia bacteriana não especificada do recém-nascido,96
AL,2012,Síndrome da angústia respiratória do recém-nascido,63
AL,2012,Desconforto respiratório não especificado do recém-nascido,47
AL,2012,Malformação não especificada do coração,33
AL,2012,Septicemia não especificada,27
AL,2012,Outras,518
AL,2013,Septicemia bacteriana não especificada do recém-nascido,109
AL,2013,Desconforto respiratório não especificado do recém-nascido,66
AL,2013,Síndrome da angústia respiratória do recém-nascido,54
AL,2013,Diarréia e gastroenterite de origem infecciosa presumível,48
AL,2013,Malformação não especificada do coração,25
AL,2013,Outras,528
AL,2014,Septicemia bacteriana não especificada do recém-nascido,108
AL,2014,Síndrome da angústia respiratória do recém-nascido,82
AL,2014,Malformação não especificada do coração,36
AL,2014,Diarréia e gastroenterite de origem infecciosa presumível,27
AL,2014,Desconforto respiratório não especificado do recém-nascido,26
AL,2014,Outras,497
AL,2015,Septicemia bacteriana não especificada do recém-nascido,109
AL,2015,Síndrome da angústia respiratória do recém-nascido,74
AL,2015,Malformação não especificada do coração,38
AL,2015,Desconforto respiratório não especificado do recém-nascido,33
AL,2015,Malformações congênitas não especificadas,21
AL,2015,Outras,486
SE,2000,Síndrome da angústia respiratória do recém-nascido,180
SE,2000,Insuficiência respiratória do recém-nascido,95
SE,2000,Morte sem assistência,75
SE,2000,Septicemia bacteriana não especificada do recém-nascido,74
SE,2000,Diarréia e gastroenterite de origem infecciosa presumível,57
SE,2000,Outras,774
SE,2001,Síndrome da angústia respiratória do recém-nascido,210
SE,2001,Diarréia e gastroenterite de origem infecciosa presumível,112
SE,2001,Morte sem assistência,109
SE,2001,Insuficiência respiratória do recém-nascido,96
SE,2001,Septicemia bacteriana não especificada do recém-nascido,54
SE,2001,Outras,744
SE,2002,Síndrome da angústia respiratória do recém-nascido,149
SE,2002,Insuficiência respiratória do recém-nascido,129
SE,2002,"Asfixia ao nascer, não especificada",63
SE,2002,Diarréia e gastroenterite de origem infecciosa presumível,63
SE,2002,Septicemia bacteriana não especificada do recém-nascido,50
SE,2002,Outras,668
SE,2003,Síndrome da angústia respiratória do recém-nascido,116
SE,2003,Insuficiência respiratória do recém-nascido,87
SE,2003,Diarréia e gastroenterite de origem infecciosa presumível,74
SE,2003,Septicemia bacteriana não especificada do recém-nascido,65
SE,2003,Morte sem assistência,53
SE,2003,Outras,653
SE,2004,Síndrome da angústia respiratória do recém-nascido,91
SE,2004,Septicemia bacteriana não especificada do recém-nascido,62
SE,2004,Insuficiência respiratória do recém-nascido,52
SE,2004,"Asfixia ao nascer, não especificada",51
SE,2004,Diarréia e gastroenterite de origem infecciosa presumível,49
SE,2004,Outras,594
SE,2005,Síndrome da angústia respiratória do recém-nascido,88
SE,2005,Diarréia e gastroenterite de origem infecciosa presumível,74
SE,2005,Septicemia bacteriana não especificada do recém-nascido,65
SE,2005,Insuficiência respiratória do recém-nascido,45
SE,2005,"Asfixia ao nascer, não especificada",44
SE,2005,Outras,659
SE,2006,Septicemia bacteriana não especificada do recém-nascido,62
SE,2006,Feto e recém-nascido afetados por ruptura prematura das membranas,55
SE,2006,Síndrome da angústia respiratória do recém-nascido,49
SE,2006,Diarréia e gastroenterite de origem infecciosa presumível,45
SE,2006,Malformação não especificada do coração,37
SE,2006,Outras,613
SE,2007,Feto e recém-nascido afetados por ruptura prematura das membranas,45
SE,2007,Diarréia e gastroenterite de origem infecciosa presumível,38
SE,2007,Síndrome da angústia respiratória do recém-nascido,35
SE,2007,Septicemia bacteriana não especificada do recém-nascido,31
SE,2007,Malformação não especificada do coração,31
SE,2007,Outras,550
SE,2008,Feto e recém-nascido afetados por ruptura prematura das membranas,41
SE,2008,Síndrome da angústia respiratória do recém-nascido,35
SE,2008,Asfixia grave ao nascer,34
SE,2008,Septicemia bacteriana não especificada do recém-nascido,31
SE,2008,Diarréia e gastroenterite de origem infecciosa presumível,30
SE,2008,Outras,547
SE,2009,Septicemia bacteriana não especificada do recém-nascido,40
SE,2009,Diarréia e gastroenterite de origem infecciosa presumível,34
SE,2009,Malformação não especificada do coração,33
SE,2009,Pneumonia não especificada,30
SE,2009,Feto e recém-nascido afetados por ruptura prematura das membranas,27
SE,2009,Outras,483
SE,2010,Malformação não especificada do coração,31
SE,2010,Septicemia bacteriana não especificada do recém-nascido,29
SE,2010,Síndrome da angústia respiratória do recém-nascido,25
SE,2010,Asfixia grave ao nascer,23
SE,2010,Feto e recém-nascido afetados por outras complicações especificadas do trabalho de parto e do parto,23
SE,2010,Outras,432
SE,2011,Septicemia bacteriana não especificada do recém-nascido,28
SE,2011,Malformação não especificada do coração,25
SE,2011,Feto e recém-nascido afetados por ruptura prematura das membranas,23
SE,2011,Pneumonia não especificada,22
SE,2011,Imaturidade extrema,22
SE,2011,Outras,484
SE,2012,Septicemia bacteriana não especificada do recém-nascido,44
SE,2012,Asfixia grave ao nascer,27
SE,2012,Malformação não especificada do coração,27
SE,2012,Síndrome da angústia respiratória do recém-nascido,27
SE,2012,Recém-nascido com peso muito baixo,27
SE,2012,Outras,449
SE,2013,Septicemia bacteriana não especificada do recém-nascido,38
SE,2013,Síndrome da angústia respiratória do recém-nascido,30
SE,2013,Malformação não especificada do coração,29
SE,2013,Pneumonia não especificada,23
SE,2013,Asfixia grave ao nascer,18
SE,2013,Outras,425
SE,2014,Septicemia bacteriana não especificada do recém-nascido,45
SE,2014,Pneumonia não especificada,31
SE,2014,Malformação não especificada do coração,30
SE,2014,Feto e recém-nascido afetados por ruptura prematura das membranas,24
SE,2014,Recém-nascido com peso muito baixo,22
SE,2014,Outras,419
SE,2015,Septicemia bacteriana não especificada do recém-nascido,51
SE,2015,Recém-nascido com peso muito baixo,24
SE,2015,Feto e recém-nascido afetados por ruptura prematura das membranas,19
SE,2015,Pneumonia congênita não especificada,18
SE,2015,Síndrome da angústia respiratória do recém-nascido,17
SE,2015,Outras,438
BA,2000,Morte sem assistência,1429
BA,2000,Insuficiência respiratória do recém-nascido,618
BA,2000,Síndrome da angústia respiratória do recém-nascido,425
BA,2000,Diarréia e gastroenterite de origem infecciosa presumível,324
BA,2000,Outras causas mal definidas e as não especificadas de mortalidade,310
BA,2000,Outras,3189
BA,2001,Insuficiência respiratória do recém-nascido,613
BA,2001,Morte sem assistência,545
BA,2001,Síndrome da angústia respiratória do recém-nascido,439
BA,2001,Diarréia e gastroenterite de origem infecciosa presumível,292
BA,2001,Outras causas mal definidas e as não especificadas de mortalidade,273
BA,2001,Outras,3524
BA,2002,Insuficiência respiratória do recém-nascido,600
BA,2002,Síndrome da angústia respiratória do recém-nascido,453
BA,2002,Morte sem assistência,335
BA,2002,Diarréia e gastroenterite de origem infecciosa presumível,286
BA,2002,Septicemia bacteriana não especificada do recém-nascido,256
BA,2002,Outras,3500
BA,2003,Síndrome da angústia respiratória do recém-nascido,444
BA,2003,Insuficiência respiratória do recém-nascido,386
BA,2003,Diarréia e gastroenterite de origem infecciosa presumível,315
BA,2003,Morte sem assistência,270
BA,2003,Septicemia bacteriana não especificada do recém-nascido,254
BA,2003,Outras,3752
BA,2004,Síndrome da angústia respiratória do recém-nascido,367
BA,2004,Septicemia bacteriana não especificada do recém-nascido,268
BA,2004,Diarréia e gastroenterite de origem infecciosa presumível,233
BA,2004,Disritmia cardíaca neonatal,222
BA,2004,Afecções originadas no período perinatal não especificadas,211
BA,2004,Outras,3798
BA,2005,Síndrome da angústia respiratória do recém-nascido,366
BA,2005,Septicemia bacteriana não especificada do recém-nascido,331
BA,2005,Diarréia e gastroenterite de origem infecciosa presumível,235
BA,2005,Outros recém-nascidos de peso baixo,230
BA,2005,Recém-nascido com peso muito baixo,216
BA,2005,Outras,3552
BA,2006,Síndrome da angústia respiratória do recém-nascido,337
BA,2006,Septicemia bacteriana não especificada do recém-nascido,318
BA,2006,Outros recém-nascidos de peso baixo,226
BA,2006,Diarréia e gastroenterite de origem infecciosa presumível,217
BA,2006,Recém-nascido com peso muito baixo,214
BA,2006,Outras,3354
BA,2007,Septicemia bacteriana não especificada do recém-nascido,297
BA,2007,Síndrome da angústia respiratória do recém-nascido,289
BA,2007,Recém-nascido com peso muito baixo,244
BA,2007,Outros recém-nascidos de peso baixo,231
BA,2007,Disritmia cardíaca neonatal,200
BA,2007,Outras,2984
BA,2008,Septicemia bacteriana não especificada do recém-nascido,291
BA,2008,Síndrome da angústia respiratória do recém-nascido,228
BA,2008,Recém-nascido com peso muito baixo,205
BA,2008,Malformação não especificada do coração,148
BA,2008,Outros recém-nascidos de peso baixo,137
BA,2008,Outras,2973
BA,2009,Septicemia bacteriana não especificada do recém-nascido,268
BA,2009,Síndrome da angústia respiratória do recém-nascido,221
BA,2009,Recém-nascido com peso muito baixo,168
BA,2009,Outros recém-nascidos de peso baixo,139
BA,2009,Malformação não especificada do coração,139
BA,2009,Outras,2971
BA,2010,Septicemia bacteriana não especificada do recém-nascido,223
BA,2010,Síndrome da angústia respiratória do recém-nascido,204
BA,2010,Recém-nascido com peso muito baixo,166
BA,2010,"Asfixia ao nascer, não especificada",146
BA,2010,Afecções originadas no período perinatal não especificadas,122
BA,2010,Outras,2807
BA,2011,Septicemia bacteriana não especificada do recém-nascido,232
BA,2011,Síndrome da angústia respiratória do recém-nascido,193
BA,2011,Recém-nascido com peso muito baixo,150
BA,2011,"Asfixia ao nascer, não especificada",132
BA,2011,Malformação não especificada do coração,113
BA,2011,Outras,2578
BA,2012,Síndrome da angústia respiratória do recém-nascido,233
BA,2012,Septicemia bacteriana não especificada do recém-nascido,220
BA,2012,Imaturidade extrema,124
BA,2012,Malformação não especificada do coração,117
BA,2012,"Asfixia ao nascer, não especificada",101
BA,2012,Outras,2548
BA,2013,Septicemia bacteriana não especificada do recém-nascido,202
BA,2013,Síndrome da angústia respiratória do recém-nascido,189
BA,2013,Imaturidade extrema,167
BA,2013,Malformação não especificada do coração,108
BA,2013,Hipóxia intra-uterina não especificada,95
BA,2013,Outras,2513
BA,2014,Septicemia bacteriana não especificada do recém-nascido,216
BA,2014,Síndrome da angústia respiratória do recém-nascido,161
BA,2014,Imaturidade extrema,129
BA,2014,Malformação não especificada do coração,98
BA,2014,"Asfixia ao nascer, não especificada",88
BA,2014,Outras,2428
BA,2015,Septicemia bacteriana não especificada do recém-nascido,224
BA,2015,Síndrome da angústia respiratória do recém-nascido,156
BA,2015,Imaturidade extrema,118
BA,2015,Insuficiência respiratória do recém-nascido,99
BA,2015,Malformação não especificada do coração,95
BA,2015,Outras,2244
MG,2000,Síndrome da angústia respiratória do recém-nascido,641
MG,2000,Insuficiência respiratória do recém-nascido,569
MG,2000,Septicemia bacteriana não especificada do recém-nascido,457
MG,2000,Outras causas mal definidas e as não especificadas de mortalidade,335
MG,2000,Outros recém-nascidos de pré-termo,194
MG,2000,Outras,3957
MG,2001,Síndrome da angústia respiratória do recém-nascido,560
MG,2001,Insuficiência respiratória do recém-nascido,485
MG,2001,Septicemia bacteriana não especificada do recém-nascido,408
MG,2001,Outras causas mal definidas e as não especificadas de mortalidade,271
MG,2001,Outros recém-nascidos de pré-termo,190
MG,2001,Outras,3627
MG,2002,Síndrome da angústia respiratória do recém-nascido,503
MG,2002,Insuficiência respiratória do recém-nascido,431
MG,2002,Septicemia bacteriana não especificada do recém-nascido,393
MG,2002,Outras causas mal definidas e as não especificadas de mortalidade,180
MG,2002,Outros recém-nascidos de pré-termo,174
MG,2002,Outras,3365
MG,2003,Síndrome da angústia respiratória do recém-nascido,484
MG,2003,Insuficiência respiratória do recém-nascido,434
MG,2003,Septicemia bacteriana não especificada do recém-nascido,401
MG,2003,Outras causas mal definidas e as não especificadas de mortalidade,172
MG,2003,Imaturidade extrema,154
MG,2003,Outras,3276
MG,2004,Síndrome da angústia respiratória do recém-nascido,487
MG,2004,Septicemia bacteriana não especificada do recém-nascido,431
MG,2004,Insuficiência respiratória do recém-nascido,386
MG,2004,Malformação não especificada do coração,163
MG,2004,Outras causas mal definidas e as não especificadas de mortalidade,144
MG,2004,Outras,2986
MG,2005,Septicemia bacteriana não especificada do recém-nascido,452
MG,2005,Síndrome da angústia respiratória do recém-nascido,427
MG,2005,Insuficiência respiratória do recém-nascido,320
MG,2005,Malformação não especificada do coração,166
MG,2005,Imaturidade extrema,159
MG,2005,Outras,2992
MG,2006,Septicemia bacteriana não especificada do recém-nascido,433
MG,2006,Síndrome da angústia respiratória do recém-nascido,372
MG,2006,Imaturidade extrema,223
MG,2006,Outros recém-nascidos de pré-termo,194
MG,2006,Outras causas mal definidas e as não especificadas de mortalidade,165
MG,2006,Outras,2902
MG,2007,Septicemia bacteriana não especificada do recém-nascido,421
MG,2007,Síndrome da angústia respiratória do recém-nascido,322
MG,2007,Imaturidade extrema,164
MG,2007,Outras causas mal definidas e as não especificadas de mortalidade,138
MG,2007,Outros recém-nascidos de pré-termo,136
MG,2007,Outras,2608
MG,2008,Septicemia bacteriana não especificada do recém-nascido,418
MG,2008,Síndrome da angústia respiratória do recém-nascido,381
MG,2008,Imaturidade extrema,189
MG,2008,Malformação não especificada do coração,151
MG,2008,Outras causas mal definidas e as não especificadas de mortalidade,130
MG,2008,Outras,2505
MG,2009,Síndrome da angústia respiratória do recém-nascido,349
MG,2009,Septicemia bacteriana não especificada do recém-nascido,337
MG,2009,Imaturidade extrema,192
MG,2009,Malformação não especificada do coração,157
MG,2009,Outras causas mal definidas e as não especificadas de mortalidade,108
MG,2009,Outras,2350
MG,2010,Síndrome da angústia respiratória do recém-nascido,330
MG,2010,Septicemia bacteriana não especificada do recém-nascido,305
MG,2010,Imaturidade extrema,181
MG,2010,Malformação não especificada do coração,120
MG,2010,Outras causas mal definidas e as não especificadas de mortalidade,103
MG,2010,Outras,2253
MG,2011,Síndrome da angústia respiratória do recém-nascido,331
MG,2011,Septicemia bacteriana não especificada do recém-nascido,318
MG,2011,Imaturidade extrema,225
MG,2011,Malformação não especificada do coração,157
MG,2011,Outras causas mal definidas e as não especificadas de mortalidade,102
MG,2011,Outras,2216
MG,2012,Septicemia bacteriana não especificada do recém-nascido,297
MG,2012,Síndrome da angústia respiratória do recém-nascido,260
MG,2012,Imaturidade extrema,169
MG,2012,Malformação não especificada do coração,160
MG,2012,Outras causas mal definidas e as não especificadas de mortalidade,86
MG,2012,Outras,2295
MG,2013,Septicemia bacteriana não especificada do recém-nascido,273
MG,2013,Síndrome da angústia respiratória do recém-nascido,256
MG,2013,Malformação não especificada do coração,147
MG,2013,Imaturidade extrema,137
MG,2013,Outras causas mal definidas e as não especificadas de mortalidade,89
MG,2013,Outras,2196
MG,2014,Septicemia bacteriana não especificada do recém-nascido,275
MG,2014,Síndrome da angústia respiratória do recém-nascido,274
MG,2014,Malformação não especificada do coração,138
MG,2014,Recém-nascido com peso muito baixo,107
MG,2014,Imaturidade extrema,98
MG,2014,Outras,2116
MG,2015,Septicemia bacteriana não especificada do recém-nascido,286
MG,2015,Síndrome da angústia respiratória do recém-nascido,251
MG,2015,Malformação não especificada do coração,167
MG,2015,Recém-nascido com peso muito baixo,99
MG,2015,Imaturidade extrema,71
MG,2015,Outras,2150
ES,2000,Síndrome da angústia respiratória do recém-nascido,94
ES,2000,Insuficiência respiratória do recém-nascido,92
ES,2000,Morte sem assistência,89
ES,2000,Septicemia bacteriana não especificada do recém-nascido,72
ES,2000,"Asfixia ao nascer, não especificada",51
ES,2000,Outras,700
ES,2001,Síndrome da angústia respiratória do recém-nascido,78
ES,2001,Insuficiência respiratória do recém-nascido,77
ES,2001,Septicemia bacteriana não especificada do recém-nascido,65
ES,2001,"Asfixia ao nascer, não especificada",43
ES,2001,Morte sem assistência,41
ES,2001,Outras,705
ES,2002,Síndrome da angústia respiratória do recém-nascido,92
ES,2002,Septicemia bacteriana não especificada do recém-nascido,49
ES,2002,Insuficiência respiratória do recém-nascido,45
ES,2002,"Asfixia ao nascer, não especificada",38
ES,2002,Morte sem assistência,35
ES,2002,Outras,624
ES,2003,Síndrome da angústia respiratória do recém-nascido,89
ES,2003,Septicemia bacteriana não especificada do recém-nascido,67
ES,2003,Outros recém-nascidos de pré-termo,33
ES,2003,Diarréia e gastroenterite de origem infecciosa presumível,30
ES,2003,Imaturidade extrema,29
ES,2003,Outras,619
ES,2004,Septicemia bacteriana não especificada do recém-nascido,64
ES,2004,Síndrome da angústia respiratória do recém-nascido,56
ES,2004,"Asfixia ao nascer, não especificada",35
ES,2004,Outros recém-nascidos de pré-termo,29
ES,2004,Malformação não especificada do coração,28
ES,2004,Outras,599
ES,2005,Septicemia bacteriana não especificada do recém-nascido,63
ES,2005,Síndrome da angústia respiratória do recém-nascido,60
ES,2005,"Asfixia ao nascer, não especificada",35
ES,2005,Imaturidade extrema,27
ES,2005,Feto e recém-nascido afetados por ruptura prematura das membranas,25
ES,2005,Outras,613
ES,2006,Septicemia bacteriana não especificada do recém-nascido,69
ES,2006,Síndrome da angústia respiratória do recém-nascido,51
ES,2006,"Asfixia ao nascer, não especificada",33
ES,2006,Imaturidade extrema,32
ES,2006,Feto e recém-nascido afetados por transtornos maternos hipertensivos,28
ES,2006,Outras,587
ES,2007,Septicemia bacteriana não especificada do recém-nascido,53
ES,2007,Feto e recém-nascido afetados por ruptura prematura das membranas,36
ES,2007,Feto e recém-nascido afetados por transtornos maternos hipertensivos,32
ES,2007,Síndrome da angústia respiratória do recém-nascido,31
ES,2007,"Asfixia ao nascer, não especificada",29
ES,2007,Outras,533
ES,2008,Septicemia bacteriana não especificada do recém-nascido,76
ES,2008,Feto e recém-nascido afetados por transtornos maternos hipertensivos,42
ES,2008,Síndrome da angústia respiratória do recém-nascido,37
ES,2008,Imaturidade extrema,32
ES,2008,"Asfixia ao nascer, não especificada",29
ES,2008,Outras,534
ES,2009,Septicemia bacteriana não especificada do recém-nascido,45
ES,2009,Feto e recém-nascido afetados por transtornos maternos hipertensivos,37
ES,2009,Síndrome da angústia respiratória do recém-nascido,37
ES,2009,Malformação não especificada do coração,27
ES,2009,Feto e recém-nascido afetados por ruptura prematura das membranas,21
ES,2009,Outras,465
ES,2010,Síndrome da angústia respiratória do recém-nascido,42
ES,2010,Septicemia bacteriana não especificada do recém-nascido,40
ES,2010,Feto e recém-nascido afetados por transtornos maternos hipertensivos,30
ES,2010,"Asfixia ao nascer, não especificada",21
ES,2010,Malformação não especificada do coração,20
ES,2010,Outras,466
ES,2011,Síndrome da angústia respiratória do recém-nascido,45
ES,2011,Septicemia bacteriana não especificada do recém-nascido,42
ES,2011,Feto e recém-nascido afetados por transtornos maternos hipertensivos,42
ES,2011,"Asfixia ao nascer, não especificada",23
ES,2011,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,21
ES,2011,Outras,450
ES,2012,Septicemia bacteriana não especificada do recém-nascido,36
ES,2012,Feto e recém-nascido afetados por transtornos maternos hipertensivos,33
ES,2012,Síndrome da angústia respiratória do recém-nascido,30
ES,2012,Feto e recém-nascido afetados por ruptura prematura das membranas,24
ES,2012,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,20
ES,2012,Outras,467
ES,2013,Septicemia bacteriana não especificada do recém-nascido,44
ES,2013,Feto e recém-nascido afetados por transtornos maternos hipertensivos,44
ES,2013,Síndrome da angústia respiratória do recém-nascido,23
ES,2013,Feto e recém-nascido afetados por outras formas de descolamento da placenta e hemorragia,20
ES,2013,Feto e recém-nascido afetados por ruptura prematura das membranas,19
ES,2013,Outras,448
ES,2014,Septicemia bacteriana não especificada do recém-nascido,43
ES,2014,Síndrome da angústia respiratória do recém-nascido,40
ES,2014,Feto e recém-nascido afetados por transtornos maternos hipertensivos,29
ES,2014,Outras malformações congênitas dos septos cardíacos,27
ES,2014,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,22
ES,2014,Outras,481
ES,2015,Septicemia bacteriana não especificada do recém-nascido,43
ES,2015,Síndrome da angústia respiratória do recém-nascido,31
ES,2015,"Asfixia ao nascer, não especificada",29
ES,2015,Feto e recém-nascido afetados por transtornos maternos hipertensivos,28
ES,2015,Outras malformações congênitas dos septos cardíacos,19
ES,2015,Outras,501
RJ,2000,Síndrome da angústia respiratória do recém-nascido,491
